Row ID,State,Postal Code,Region,Category,Sub_Category,Sales
56,New_York,12180,East,Office_Supplies,Storage,208.56
57,New_York,12180,East,Office_Supplies,Paper,32.4
58,New_York,12180,East,Furniture,Chairs,319.41
59,New_York,12180,East,Office_Supplies,Paper,14.56
60,New_York,12180,East,Technology,Accessories,30
61,New_York,12180,East,Office_Supplies,Binders,48.48
62,New_York,12180,East,Office_Supplies,Art,1.68
63,California,90004,West,Technology,Accessories,13.98
64,California,90004,West,Office_Supplies,Binders,25.824
65,California,90004,West,Office_Supplies,Paper,146.73
66,California,90004,West,Furniture,Furnishings,79.76
67,Illinois,60610,Central,Furniture,Chairs,213.115
68,Arizona,85234,West,Office_Supplies,Art,1113.024
69,Arizona,85234,West,Technology,Phones,167.968
70,Virginia,22153,South,Office_Supplies,Paper,75.88
71,New_York,10009,East,Office_Supplies,Binders,4.616
72,Michigan,49201,Central,Office_Supplies,Paper,19.05
73,Tennessee,38109,South,Furniture,Chairs,831.936
74,Tennessee,38109,South,Furniture,Furnishings,97.04
75,Tennessee,38109,South,Office_Supplies,Storage,72.784
76,Texas,77041,Central,Office_Supplies,Binders,1.248
77,Texas,77041,Central,Furniture,Furnishings,9.708
78,Texas,77041,Central,Office_Supplies,Storage,27.24
79,Texas,77070,Central,Furniture,Furnishings,19.3
80,Alabama,35601,South,Office_Supplies,Appliances,208.16
81,Alabama,35601,South,Office_Supplies,Binders,16.74
82,California,94122,West,Office_Supplies,Art,14.9
83,California,94122,West,Office_Supplies,Storage,21.39
84,North_Carolina,27707,South,Office_Supplies,Envelopes,200.984
85,Illinois,60623,Central,Office_Supplies,Storage,230.376
87,Minnesota,55901,Central,Technology,Accessories,19.99
88,Minnesota,55901,Central,Office_Supplies,Labels,6.16
89,Texas,77095,Central,Office_Supplies,Storage,158.368
90,California,90036,West,Office_Supplies,Art,20.1
91,California,90036,West,Technology,Phones,73.584
92,California,90036,West,Office_Supplies,Paper,6.48
93,Minnesota,55407,Central,Office_Supplies,Paper,12.96
94,Minnesota,55407,Central,Furniture,Furnishings,53.34
95,Minnesota,55407,Central,Office_Supplies,Binders,32.96
96,Oregon,97206,West,Office_Supplies,Binders,5.682
97,New_York,10009,East,Furniture,Furnishings,96.53
98,California,94122,West,Office_Supplies,Binders,51.312
99,Minnesota,55106,Central,Office_Supplies,Appliances,77.88
100,Illinois,60610,Central,Office_Supplies,Paper,64.624
101,Illinois,60610,Central,Technology,Accessories,95.976
102,Illinois,60610,Central,Office_Supplies,Binders,1.788
103,Minnesota,55901,Central,Office_Supplies,Paper,23.92
104,Colorado,80013,West,Technology,Accessories,238.896
105,Colorado,80013,West,Furniture,Furnishings,102.36
106,Colorado,80013,West,Office_Supplies,Binders,36.882
107,North_Carolina,28205,South,Technology,Accessories,74.112
108,North_Carolina,28205,South,Technology,Phones,27.992
109,North_Carolina,28205,South,Office_Supplies,Art,3.304
110,Illinois,60462,Central,Technology,Accessories,339.96
111,New_York,10035,East,Furniture,Furnishings,41.96
112,Iowa,50322,Central,Office_Supplies,Art,75.96
113,Iowa,50322,Central,Office_Supplies,Binders,27.24
114,Ohio,43229,East,Office_Supplies,Fasteners,40.096
115,Ohio,43229,East,Office_Supplies,Envelopes,4.72
116,Ohio,43229,East,Office_Supplies,Paper,23.976
117,Ohio,43229,East,Office_Supplies,Envelopes,130.464
118,Washington,98103,West,Furniture,Tables,787.53
119,Tennessee,37620,South,Office_Supplies,Binders,157.794
120,Delaware,19805,East,Furniture,Furnishings,47.04
121,Delaware,19805,East,Office_Supplies,Binders,30.84
122,Delaware,19805,East,Office_Supplies,Storage,226.56
123,Delaware,19805,East,Office_Supplies,Envelopes,115.02
124,Delaware,19805,East,Technology,Phones,68.04
125,Texas,77041,Central,Furniture,Chairs,600.558
126,Illinois,61701,Central,Furniture,Tables,617.7
127,Arizona,85023,West,Office_Supplies,Binders,2.388
128,Arizona,85023,West,Office_Supplies,Storage,243.992
129,California,90004,West,Furniture,Chairs,81.424
130,California,90004,West,Furniture,Furnishings,238.56
131,Ohio,43229,East,Technology,Phones,59.97
132,Ohio,43229,East,Office_Supplies,Paper,78.304
133,Ohio,43229,East,Office_Supplies,Fasteners,21.456
134,California,95661,West,Office_Supplies,Paper,20.04
135,California,95661,West,Office_Supplies,Paper,35.44
136,California,95661,West,Office_Supplies,Art,11.52
137,California,95661,West,Office_Supplies,Fasteners,4.02
138,California,95661,West,Office_Supplies,Binders,76.176
139,California,95661,West,Office_Supplies,Supplies,65.88
140,California,95661,West,Furniture,Furnishings,43.12
141,Pennsylvania,19140,East,Furniture,Furnishings,82.8
142,California,94122,West,Office_Supplies,Art,8.82
143,California,94122,West,Office_Supplies,Envelopes,10.86
144,California,94122,West,Office_Supplies,Paper,143.7
145,Missouri,64055,Central,Office_Supplies,Appliances,839.43
146,California,91104,West,Office_Supplies,Storage,671.93
147,Ohio,43055,East,Furniture,Furnishings,93.888
148,Wisconsin,53132,Central,Technology,Phones,384.45
149,Wisconsin,53132,Central,Technology,Phones,149.97
150,Wisconsin,53132,Central,Furniture,Chairs,1951.84
151,Wisconsin,53132,Central,Office_Supplies,Binders,171.55
152,Arizona,85254,West,Office_Supplies,Appliances,157.92
153,Arizona,85254,West,Technology,Phones,203.184
154,California,95123,West,Office_Supplies,Paper,58.38
155,California,95123,West,Office_Supplies,Paper,105.52
156,California,95123,West,Office_Supplies,Storage,80.88
157,Washington,98105,West,Office_Supplies,Art,6.63
158,Washington,98115,West,Furniture,Chairs,457.568
159,Oklahoma,73034,Central,Office_Supplies,Labels,14.62
160,Oklahoma,73034,Central,Technology,Phones,944.93
161,California,90045,West,Office_Supplies,Paper,5.98
162,Pennsylvania,19134,East,Technology,Accessories,54.384
163,New_Mexico,88220,West,Office_Supplies,Envelopes,28.4
164,Washington,98115,West,Office_Supplies,Binders,27.68
165,Texas,78207,Central,Office_Supplies,Art,9.936
166,Texas,78207,Central,Technology,Machines,8159.952
167,Texas,78207,Central,Office_Supplies,Storage,275.928
168,Texas,78207,Central,Furniture,Chairs,1740.06
169,Texas,78207,Central,Office_Supplies,Art,32.064
170,Texas,78207,Central,Office_Supplies,Appliances,177.98
171,Texas,78207,Central,Technology,Phones,143.976
172,California,90004,West,Office_Supplies,Paper,20.94
173,California,90004,West,Office_Supplies,Paper,110.96
174,California,90004,West,Furniture,Chairs,340.144
175,Illinois,60623,Central,Office_Supplies,Appliances,52.448
176,Illinois,60623,Central,Office_Supplies,Labels,20.16
177,Texas,77036,Central,Office_Supplies,Appliances,97.264
178,Ohio,43055,East,Furniture,Chairs,396.802
179,Ohio,43055,East,Office_Supplies,Supplies,15.88
180,New_York,10009,East,Office_Supplies,Art,3.28
181,Illinois,62521,Central,Office_Supplies,Storage,24.816
182,Illinois,62521,Central,Technology,Accessories,408.744
183,Louisiana,71203,South,Technology,Phones,503.96
184,Louisiana,71203,South,Technology,Phones,149.95
185,Louisiana,71203,South,Technology,Accessories,29
186,Connecticut,6824,East,Office_Supplies,Binders,7.16
187,California,90032,West,Technology,Accessories,176.8
188,Texas,75051,Central,Office_Supplies,Storage,37.224
189,Texas,75051,Central,Office_Supplies,Paper,20.016
190,New_York,10035,East,Furniture,Bookcases,899.136
191,New_York,10035,East,Technology,Phones,71.76
192,New_York,10035,East,Office_Supplies,Paper,51.84
193,New_York,10035,East,Furniture,Bookcases,626.352
194,New_York,10035,East,Office_Supplies,Art,19.9
195,California,92374,West,Office_Supplies,Envelopes,14.28
196,Ohio,45011,East,Office_Supplies,Art,7.408
197,Ohio,45011,East,Office_Supplies,Art,6.048
198,New_Jersey,7090,East,Office_Supplies,Storage,46.26
199,Pennsylvania,19120,East,Office_Supplies,Binders,2.946
200,Pennsylvania,19120,East,Office_Supplies,Paper,16.056
201,Ohio,44312,East,Office_Supplies,Paper,21.744
202,Colorado,80219,West,Furniture,Tables,218.75
203,Colorado,80219,West,Office_Supplies,Appliances,2.6
204,Texas,75220,Central,Office_Supplies,Appliances,66.284
205,Tennessee,37064,South,Furniture,Furnishings,35.168
206,California,90604,West,Technology,Phones,444.768
207,Michigan,48601,Central,Office_Supplies,Storage,83.92
208,Michigan,48601,Central,Technology,Phones,131.98
209,Michigan,48601,Central,Office_Supplies,Binders,15.92
210,Michigan,48601,Central,Office_Supplies,Fasteners,52.29
211,Michigan,48601,Central,Office_Supplies,Storage,91.99
212,Texas,75220,Central,Technology,Accessories,20.8
213,Ohio,44256,East,Office_Supplies,Labels,23.68
214,Ohio,44256,East,Furniture,Bookcases,452.45
215,Ohio,44256,East,Technology,Phones,62.982
216,Ohio,44256,East,Technology,Machines,1188
217,Ohio,44256,East,Technology,Accessories,89.584
218,California,90032,West,Office_Supplies,Storage,93.06
219,California,90032,West,Technology,Phones,302.376
220,Ohio,43017,East,Office_Supplies,Fasteners,5.584
221,Ohio,43017,East,Office_Supplies,Paper,22.704
222,Ohio,43017,East,Office_Supplies,Binders,19.776
223,Ohio,43017,East,Furniture,Furnishings,72.704
224,Ohio,43017,East,Technology,Machines,479.988
225,Ohio,43017,East,Office_Supplies,Art,27.168
226,Michigan,48227,Central,Office_Supplies,Art,2.2
227,Michigan,48227,Central,Furniture,Tables,622.45
228,Michigan,48227,Central,Office_Supplies,Storage,21.98
229,Tennessee,38401,South,Furniture,Chairs,161.568
230,Tennessee,38401,South,Furniture,Chairs,389.696
231,North_Carolina,28205,South,Office_Supplies,Binders,18.648
232,Florida,33614,South,Furniture,Tables,233.86
233,Florida,33614,South,Furniture,Tables,620.6145
234,Florida,33614,South,Office_Supplies,Binders,5.328
235,Florida,33614,South,Furniture,Furnishings,258.072
236,Florida,33614,South,Technology,Accessories,617.976
237,California,95051,West,Office_Supplies,Paper,10.56
238,Illinois,60610,Central,Office_Supplies,Paper,25.92
239,Illinois,60610,Central,Furniture,Furnishings,419.68
240,Illinois,60610,Central,Furniture,Furnishings,11.688
241,Illinois,60610,Central,Technology,Phones,31.984
242,Illinois,60610,Central,Furniture,Tables,177.225
243,Illinois,60610,Central,Furniture,Furnishings,4.044
244,Illinois,60610,Central,Office_Supplies,Art,7.408
245,Minnesota,55044,Central,Furniture,Chairs,2001.86
246,Minnesota,55044,Central,Office_Supplies,Storage,166.72
247,Minnesota,55044,Central,Office_Supplies,Paper,47.88
248,Minnesota,55044,Central,Office_Supplies,Appliances,1503.25
249,Minnesota,55044,Central,Office_Supplies,Paper,25.92
250,California,94109,West,Furniture,Chairs,321.568
251,California,92037,West,Office_Supplies,Paper,7.61
252,California,92037,West,Technology,Accessories,3347.37
253,New_York,10024,East,Office_Supplies,Storage,80.58
254,New_York,10024,East,Office_Supplies,Envelopes,361.92
255,Illinois,60623,Central,Furniture,Furnishings,12.132
256,Illinois,60623,Central,Office_Supplies,Storage,82.368
257,Illinois,60623,Central,Office_Supplies,Storage,53.92
258,Illinois,60623,Central,Technology,Phones,647.904
259,New_York,10009,East,Technology,Accessories,20.37
260,New_York,10009,East,Office_Supplies,Storage,221.55
261,New_York,10009,East,Office_Supplies,Binders,17.52
262,Texas,77506,Central,Office_Supplies,Appliances,1.624
263,Texas,77036,Central,Technology,Machines,3059.982
264,Texas,77036,Central,Technology,Machines,2519.958
265,Illinois,60610,Central,Technology,Phones,328.224
266,California,94513,West,Technology,Accessories,79.9
267,North_Carolina,27514,South,Office_Supplies,Art,14.016
268,New_Jersey,7960,East,Office_Supplies,Fasteners,7.56
269,Ohio,45231,East,Office_Supplies,Storage,37.208
270,Ohio,45231,East,Office_Supplies,Envelopes,57.576
271,California,94110,West,Office_Supplies,Storage,725.84
272,California,94109,West,Technology,Accessories,209.93
273,California,94109,West,Furniture,Furnishings,5.28
274,California,94109,West,Office_Supplies,Binders,10.92
275,California,90301,West,Office_Supplies,Paper,8.82
276,California,90301,West,Office_Supplies,Art,5.98
277,Pennsylvania,19140,East,Office_Supplies,Paper,11.648
278,Pennsylvania,19140,East,Office_Supplies,Paper,18.176
279,Pennsylvania,19140,East,Office_Supplies,Storage,59.712
280,Pennsylvania,19140,East,Office_Supplies,Labels,24.84
281,Texas,77070,Central,Office_Supplies,Binders,2.08
282,Texas,77070,Central,Technology,Phones,1114.4
283,California,90004,West,Furniture,Tables,1038.84
284,Oregon,97206,West,Office_Supplies,Paper,141.76
285,Oregon,97206,West,Technology,Accessories,239.8
286,Oregon,97206,West,Office_Supplies,Paper,31.104
287,Florida,33319,South,Office_Supplies,Binders,254.058
288,Florida,33319,South,Office_Supplies,Appliances,194.528
289,Florida,33319,South,Office_Supplies,Supplies,961.48
290,Ohio,43229,East,Office_Supplies,Fasteners,19.096
291,Ohio,43229,East,Office_Supplies,Labels,18.496
292,Ohio,43229,East,Technology,Accessories,255.984
293,Ohio,43229,East,Furniture,Bookcases,86.97
294,Colorado,80906,West,Furniture,Furnishings,300.416
295,Colorado,80906,West,Furniture,Chairs,230.352
296,Colorado,80906,West,Furniture,Furnishings,218.352
297,Colorado,80906,West,Office_Supplies,Binders,78.6
298,Colorado,80906,West,Office_Supplies,Fasteners,27.552
299,New_Jersey,7109,East,Office_Supplies,Paper,32.4
300,New_Jersey,7109,East,Office_Supplies,Storage,1082.48
301,New_Jersey,7109,East,Office_Supplies,Paper,56.91
302,New_Jersey,7109,East,Furniture,Furnishings,77.6
303,New_Jersey,7109,East,Office_Supplies,Binders,14.28
304,Illinois,60623,Central,Furniture,Tables,219.075
305,New_York,10024,East,Furniture,Furnishings,26.8
306,Michigan,48180,Central,Office_Supplies,Art,9.84
307,New_Jersey,8701,East,Office_Supplies,Binders,45.48
308,New_Jersey,8701,East,Office_Supplies,Art,289.2
309,Virginia,22204,South,Office_Supplies,Art,4.89
310,Colorado,80004,West,Furniture,Furnishings,15.136
311,Colorado,80004,West,Furniture,Chairs,466.768
312,Colorado,80004,West,Furniture,Furnishings,15.232
313,Colorado,80004,West,Office_Supplies,Labels,6.264
314,New_Jersey,7601,East,Furniture,Furnishings,87.54
315,Florida,33710,South,Technology,Phones,178.384
316,Florida,33710,South,Office_Supplies,Paper,15.552
317,Pennsylvania,19143,East,Office_Supplies,Art,99.136
318,New_York,10024,East,Furniture,Chairs,135.882
319,New_York,10024,East,Technology,Machines,3991.98
320,New_York,10024,East,Technology,Phones,275.94
321,New_York,10024,East,Technology,Accessories,360
322,New_York,10024,East,Office_Supplies,Storage,43.57
323,California,90805,West,Office_Supplies,Fasteners,7.16
324,California,92345,West,Office_Supplies,Binders,251.52
325,California,92345,West,Technology,Accessories,99.99
326,Tennessee,37130,South,Furniture,Furnishings,15.992
327,Pennsylvania,19143,East,Technology,Phones,290.898
328,Pennsylvania,19143,East,Office_Supplies,Storage,54.224
329,Pennsylvania,19143,East,Furniture,Chairs,786.744
330,Pennsylvania,19143,East,Office_Supplies,Labels,100.24
331,Pennsylvania,19143,East,Office_Supplies,Binders,37.764
332,Pennsylvania,19134,East,Technology,Phones,82.8
333,Pennsylvania,19134,East,Office_Supplies,Binders,20.724
334,Pennsylvania,19134,East,Office_Supplies,Binders,4.896
335,California,90045,West,Office_Supplies,Binders,4.752
336,California,90045,West,Technology,Copiers,959.984
337,California,90045,West,Office_Supplies,Binders,14.368
338,California,94122,West,Office_Supplies,Binders,7.712
339,California,94122,West,Furniture,Tables,698.352
340,Utah,84041,West,Office_Supplies,Fasteners,4.96
341,Pennsylvania,19140,East,Office_Supplies,Art,17.856
342,Pennsylvania,19140,East,Office_Supplies,Binders,509.97
343,Pennsylvania,19140,East,Office_Supplies,Fasteners,30.992
344,Pennsylvania,19140,East,Technology,Phones,71.928
345,Texas,78745,Central,Office_Supplies,Storage,88.8
346,California,94122,West,Technology,Phones,47.976
347,Massachusetts,1852,East,Office_Supplies,Art,7.56
348,Massachusetts,1852,East,Office_Supplies,Paper,24.56
349,Massachusetts,1852,East,Office_Supplies,Art,12.96
350,New_York,10009,East,Technology,Accessories,6.79
351,New_York,10009,East,Office_Supplies,Paper,24.56
352,New_York,10009,East,Office_Supplies,Binders,3.048
353,New_York,10009,East,Office_Supplies,Paper,49.12
354,New_York,10009,East,Office_Supplies,Binders,4355.168
355,New_York,10035,East,Furniture,Bookcases,388.704
356,New_York,10035,East,Office_Supplies,Envelopes,8.26
357,New_York,10035,East,Office_Supplies,Art,17.04
358,New_York,10035,East,Office_Supplies,Paper,34.4
359,North_Carolina,28205,South,Office_Supplies,Paper,36.24
360,Georgia,31907,South,Office_Supplies,Appliances,647.84
361,Georgia,31907,South,Office_Supplies,Labels,20.7
362,New_York,10009,East,Office_Supplies,Labels,20.7
363,New_York,10009,East,Furniture,Chairs,488.646
364,New_York,10009,East,Office_Supplies,Art,5.56
365,New_York,10009,East,Furniture,Furnishings,47.12
366,California,94109,West,Office_Supplies,Storage,211.96
367,Connecticut,6040,East,Office_Supplies,Binders,23.2
368,Connecticut,6040,East,Office_Supplies,Supplies,7.36
369,Connecticut,6040,East,Office_Supplies,Storage,104.79
370,Connecticut,6040,East,Furniture,Bookcases,1043.92
371,Texas,78550,Central,Office_Supplies,Paper,25.92
372,Texas,78550,Central,Office_Supplies,Storage,53.424
373,Arizona,85705,West,Office_Supplies,Binders,8.16
374,Arizona,85705,West,Technology,Accessories,1023.936
375,Arizona,85705,West,Office_Supplies,Art,9.24
376,Arizona,85705,West,Technology,Accessories,479.04
377,Illinois,62301,Central,Office_Supplies,Paper,99.136
378,Massachusetts,2038,East,Furniture,Tables,1488.424
379,Texas,77095,Central,Office_Supplies,Appliances,8.652
380,Texas,77095,Central,Office_Supplies,Storage,23.832
381,Texas,77095,Central,Office_Supplies,Binders,12.176
382,California,94109,West,Office_Supplies,Paper,50.96
383,California,94109,West,Office_Supplies,Binders,49.536
384,Michigan,48180,Central,Technology,Accessories,41.9
385,Florida,33024,South,Furniture,Tables,375.4575
386,Florida,33024,South,Technology,Accessories,83.976
387,Pennsylvania,19140,East,Technology,Machines,482.34
388,Pennsylvania,19140,East,Furniture,Furnishings,2.96
389,Ohio,45231,East,Office_Supplies,Art,2.624
390,New_York,10009,East,Office_Supplies,Binders,23.36
391,New_York,10009,East,Technology,Accessories,39.98
392,Washington,98198,West,Technology,Phones,246.384
393,Washington,98198,West,Technology,Copiers,1799.97
394,Illinois,61604,Central,Office_Supplies,Binders,12.462
395,Nevada,89115,West,Office_Supplies,Binders,75.792
396,Rhode_Island,2886,East,Office_Supplies,Storage,49.96
397,Rhode_Island,2886,East,Office_Supplies,Paper,12.96
398,Michigan,49201,Central,Office_Supplies,Supplies,70.12
399,Texas,77036,Central,Office_Supplies,Storage,35.952
400,Texas,77036,Central,Furniture,Bookcases,2396.2656
401,Texas,77036,Central,Office_Supplies,Storage,131.136
402,Texas,77036,Central,Technology,Accessories,57.584
403,Florida,33180,South,Office_Supplies,Paper,9.568
404,North_Carolina,28403,South,Office_Supplies,Art,39.072
405,New_York,10024,East,Office_Supplies,Appliances,35.91
406,California,94110,West,Technology,Accessories,179.95
407,California,94110,West,Technology,Copiers,1199.976
408,California,94110,West,Office_Supplies,Paper,27.15
409,California,94110,West,Furniture,Tables,1004.024
410,California,94110,West,Office_Supplies,Paper,9.68
411,California,94110,West,Office_Supplies,Labels,28.35
412,California,94110,West,Office_Supplies,Paper,55.98
413,California,94110,West,Furniture,Bookcases,1336.829
414,California,94110,West,Furniture,Chairs,113.568
415,Washington,98105,West,Office_Supplies,Paper,139.86
416,Washington,98105,West,Furniture,Chairs,307.136
417,California,92646,West,Office_Supplies,Art,95.92
418,California,90004,West,Furniture,Chairs,383.8
419,Kentucky,40475,South,Office_Supplies,Paper,5.78
420,California,90045,West,Office_Supplies,Art,9.32
421,California,90045,West,Office_Supplies,Envelopes,15.25
422,Colorado,80027,West,Technology,Accessories,196.752
423,Massachusetts,1841,East,Furniture,Furnishings,56.56
424,Massachusetts,1841,East,Office_Supplies,Storage,32.7
425,Mississippi,39212,South,Furniture,Chairs,866.4
426,Michigan,48187,Central,Furniture,Furnishings,28.4
427,Michigan,48187,Central,Office_Supplies,Binders,287.92
428,New_York,10801,East,Technology,Machines,69.99
429,Texas,78207,Central,Office_Supplies,Art,6.672
430,North_Carolina,28052,South,Office_Supplies,Binders,189.588
431,North_Carolina,28052,South,Technology,Accessories,408.744
432,North_Carolina,28052,South,Technology,Accessories,291.96
433,North_Carolina,28052,South,Office_Supplies,Storage,4.768
434,Massachusetts,1852,East,Office_Supplies,Storage,714.3
435,Florida,32216,South,Office_Supplies,Binders,4.812
436,Florida,32216,South,Technology,Accessories,247.8
437,Illinois,60623,Central,Technology,Machines,1007.979
438,Illinois,60623,Central,Office_Supplies,Paper,313.488
439,Texas,77070,Central,Office_Supplies,Paper,31.872
440,New_York,10024,East,Furniture,Chairs,207.846
441,Michigan,48227,Central,Furniture,Furnishings,12.22
442,Michigan,48227,Central,Office_Supplies,Storage,194.94
443,Michigan,48227,Central,Office_Supplies,Storage,70.95
444,Michigan,48227,Central,Office_Supplies,Paper,91.36
445,Michigan,48227,Central,Furniture,Chairs,242.94
446,Michigan,48227,Central,Office_Supplies,Labels,22.05
447,Indiana,47201,Central,Furniture,Furnishings,2.91
448,New_York,13021,East,Office_Supplies,Art,59.52
449,New_York,13021,East,Office_Supplies,Storage,161.94
450,New_York,13021,East,Office_Supplies,Art,263.88
451,New_York,13021,East,Office_Supplies,Art,30.48
452,New_York,13021,East,Office_Supplies,Art,9.84
453,New_York,13021,East,Technology,Phones,35.12
454,Ohio,44312,East,Furniture,Tables,284.364
455,Ohio,44312,East,Office_Supplies,Storage,665.408
456,Oklahoma,73071,Central,Technology,Accessories,63.88
457,California,94521,West,Furniture,Chairs,129.568
458,Illinois,62521,Central,Furniture,Chairs,747.558
459,Illinois,62521,Central,Office_Supplies,Envelopes,8.928
460,Washington,98115,West,Office_Supplies,Appliances,103.92
461,Washington,98115,West,Technology,Accessories,899.91
462,Washington,98115,West,Office_Supplies,Binders,51.312
463,Arizona,85023,West,Furniture,Furnishings,23.56
464,Arizona,85023,West,Furniture,Tables,1272.63
465,Arizona,85023,West,Office_Supplies,Binders,28.485
466,Arizona,85023,West,Office_Supplies,Supplies,185.376
467,Arizona,85023,West,Office_Supplies,Appliances,78.272
468,Illinois,60068,Central,Furniture,Furnishings,254.744
469,Texas,79109,Central,Furniture,Bookcases,205.3328
470,Illinois,60610,Central,Office_Supplies,Binders,4.788
471,New_York,11757,East,Office_Supplies,Paper,55.48
472,California,94110,West,Office_Supplies,Storage,340.92
473,California,94110,West,Furniture,Bookcases,222.666
474,California,94110,West,Technology,Phones,703.968
475,California,94110,West,Office_Supplies,Storage,92.52
476,California,94110,West,Office_Supplies,Paper,62.65
477,California,94110,West,Office_Supplies,Paper,94.85
478,California,90008,West,Technology,Phones,95.76
479,New_York,12180,East,Furniture,Furnishings,40.2
480,New_York,10024,East,Office_Supplies,Art,14.7
481,New_York,10024,East,Office_Supplies,Storage,704.25
482,California,92024,West,Technology,Accessories,9.09
483,New_York,10024,East,Office_Supplies,Art,5.96
484,New_York,10024,East,Technology,Accessories,159.98
485,California,90045,West,Office_Supplies,Labels,29.6
486,California,90045,West,Furniture,Bookcases,514.165
487,California,90045,West,Technology,Phones,279.96
488,Illinois,60610,Central,Technology,Phones,2735.952
489,Texas,77340,Central,Technology,Phones,7.992
490,Texas,77340,Central,Technology,Accessories,63.984
491,Texas,77340,Central,Office_Supplies,Art,70.368
492,New_York,14609,East,Office_Supplies,Storage,449.15
493,New_York,14609,East,Office_Supplies,Envelopes,11.07
494,Washington,98115,West,Technology,Accessories,93.98
495,Tennessee,38109,South,Furniture,Tables,189.882
496,Arkansas,72701,South,Office_Supplies,Envelopes,105.42
497,California,92627,West,Office_Supplies,Binders,119.616
498,California,92627,West,Furniture,Furnishings,255.76
499,California,92627,West,Furniture,Chairs,241.568
500,California,92627,West,Furniture,Furnishings,69.3
501,Colorado,80134,West,Office_Supplies,Binders,22.62
502,Colorado,80134,West,Office_Supplies,Binders,14.952
503,Colorado,80134,West,Furniture,Chairs,801.568
504,Colorado,80134,West,Office_Supplies,Binders,2.376
505,Colorado,80134,West,Office_Supplies,Paper,32.792
506,New_York,10024,East,Office_Supplies,Binders,15.92
507,Georgia,30318,South,Office_Supplies,Art,2.74
508,Georgia,30318,South,Office_Supplies,Art,8.34
509,Georgia,30318,South,Office_Supplies,Storage,46.74
510,Georgia,30318,South,Office_Supplies,Binders,6354.95
511,Missouri,64118,Central,Furniture,Furnishings,126.3
512,Missouri,64118,Central,Technology,Accessories,38.04
513,Ohio,43055,East,Office_Supplies,Art,7.152
514,California,90049,West,Office_Supplies,Art,6.63
515,California,90049,West,Office_Supplies,Art,5.88
516,Montana,59405,West,Technology,Copiers,2999.95
517,Montana,59405,West,Office_Supplies,Storage,51.45
518,Montana,59405,West,Office_Supplies,Paper,11.96
519,Montana,59405,West,Office_Supplies,Storage,1126.02
520,Texas,77041,Central,Technology,Accessories,18.392
